New Box Number,Old Box Number,Starting Card Number,Ending Card Number,Accession Number,Entry,Location
"289","097","1B68400","1B69412","255-80-0003","216","5-30-1-06-6 "
"274","092","7920051-001287","7921103-001","255-80-0003","216","5-30-1-06-6"
"275","092","7921103-001","7923885-007","255-80-0003","216","5-30-1-06-6 "
"279","093","7916680","7916698","255-80-0003","216","5-30-1-06-6"
"278","093","7910146","7916629","255-80-0003","216","5-30-1-06-6"
"277","093","6871410","7910146","255-80-0003","216","5-30-1-06-6"
"281","094","7916698","7919770-005","255-80-0003","216","5-30-1-06-6"
"280","094","7916680","7916630","255-80-0003","216","5-30-1-06-6"
"282","094","7919770","7920019","255-80-0003","216","5-30-1-06-6"
"285","095","1A59670","1A99812","255-80-0003","216","5-30-1-06-6"
"284","095","7920047","1A59670","255-80-0003","216","5-30-1-06-6"
"283","095","7920019","7920047","255-80-0003","216","5-30-1-06-6"
"286","096","1B00404","1B57452","255-80-0003","216","5-30-1-06-6"
"287","096","1B57452","1B66900","255-80-0003","216","5-30-1-06-6"
"288","096","1B66903","1B68394","255-80-0003","216","5-30-1-06-6"
"26","009","G14-854300","G14-855187","255-80-0003","216","5-30-1-06-6"
"267","009","LDW303-21028","LDW320-23413","73A 735","215",
"271","091","D9-8001","D9-14934-PT36-3","255-80-0003","216","5-30-1-06-6"
"272","091","D9-14935","D9-20109","255-80-0003","216","5-30-1-06-6"
"273","091","D9-20110","FP503-2","255-80-0003","216","5-30-1-06-6"
"269","090","D9-3802","D9-5646","255-80-0003","216","5-30-1-06-6"
"270","090","D9-5646-12M","D9-7882 I","255-80-0003","216","5-30-1-06-6"
"268","090","D9-2340","D9-3801","255-80-0003","216","5-30-1-06-6 "
"27","009","G14-855200","G14-860788","255-80-0003","216","5-30-1-06-6 "
"25","009","G14-849501","G14-864233","255-80-0003","216","5-30-1-06-6"
"266","009","LDW300-11803","LDW303-21027","73A 735","215",
"265","009","LDW280M17688","LDW280P51123","73A 735","215",
"266","089","DTT-574491","D9-0930","255-80-0003","216","5-30-1-06-6"
"265","089","DTT-100640","Dtt-574490","255-80-0003","216","5-30-1-06-6"
"267","089","D9-0950","D9-2338","255-80-0003","216","5-30-1-06-6"
"262","088","C12-001200","C12-8502011","255-80-0003","216","5-30-1-06-6"
"263","088","C12-8502012","Dtt-6869","255-80-0003","216","5-30-1-06-6 "
"264","088","Dtt-7049","Dtt-100582","255-80-0003","216","5-30-1-06-6"
"259","087","C11-007825","C12-0000141032","255-80-0003","216","5-30-1-06-6"
"260","087","C12-000014T033","C12-000178T016","255-80-0003","216","5-30-1-06-6"
"261","087","C12-000179","C12-001199","255-80-0003","216","5-30-1-06-6"
"258","086","C11-003108","C11-008823","255-80-0003","216","5-30-1-06-6"
"257","086",,,"255-80-0003","216","5-30-1-06-6"
"258","086",,,"255-80-0003","216","5-30-1-06-6"
"256","086",,,"255-80-0003","216","5-30-1-06-6"
"257","086","C11-00-285","C11-003107","255-80-0003","216","5-30-1-06-6"
"256","086","B17-480767","C11-00-27-SPM","255-80-0003","216","5-30-1-06-6"
"253","085","8V24-323501","8V85-790002","255-80-0003","216","5-30-1-06-6"
"254","085","5577-800001","B16-450037","255-80-0003","216","5-30-1-06-6"
"255","085","B16-450042","B17-480765","255-80-0003","216","5-30-1-06-6"
"252","084","8G34-880252","8V24-323111","255-80-0003","216","5-30-1-06-6"
"251","084","8G34-840282","8G34-880251","255-80-0003","216","5-30-1-06-6 "
"248","083","8G14-840176","8G14-840699","255-80-0003","216","5-30-1-06-6"
"249","083","8G14-840701","8G14-984029","255-80-0003","216","5-30-1-06-6"
"250","083","8G14-984030","8G24-840213","255-80-0003","216","5-30-1-06-6"
"246","082","8F01-800107","8F07-800481","255-80-0003","216","5-30-1-06-6"
"245","082","3V36-753641","8F01800106","255-80-0003","216","5-30-1-06-6"
"247","082","8F01-800482","8G14-840175","255-80-0003","216","5-30-1-06-6"
"243","081","V57-448900","3V34-975101","255-80-0003","216","5-30-1-06-6"
"244","081","3V34-975103","3V36-753623","255-80-0003","216","5-30-1-06-6"
"242","081","V57-370760","V57-448857","255-80-0003","216","5-30-1-06-6"
"239","080","V56-762740","V56-786837","255-80-0003","216","5-30-1-06-6"
"240","080","V56-786838","V57-323488","255-80-0003","216","5-30-1-06-6"
"238","080","V56-600501","V56-762738","255-80-0003","216","5-30-1-06-6"
"241","080","V57-323490","V57-370759","255-80-0003","216","5-30-1-06-6"
"264","008","LDW280M11372","LDW280M17687","73A 735","215",
"23","008","G14-848300","G14-848861","255-80-0003","216","5-30-1-06-6"
"24","008","G14-848907","G14-849499","255-80-0003","216","5-30-1-06-6"
"263","008","LDW280M10470","LDW280M11369","73A 735","215",
"262","008","LDW280-60677","LDW280M10469","73A 735","215",
"22","008","G14-844900","G14-848299","255-80-0003","216","5-30-1-06-6"
"118","040","MAO210-0046","MAO210-0239","255-80-0003","216","5-30-1-06-6"
"119","040","MAO210-0240","MAO302-0052","255-80-0003","216","5-30-1-06-6"
"360","040","MAO206-0069","MAO206-833","73A 735","215",
"358","040","MAO205-0552","MAO205-3518","73A 735","215",
"359","040","MAO205-3519","MAO206-0067","73A 735","215",
"361","041","MAO206-836","MAO210-0065","73A 735","215",
"121","041","MAO305-0035","MAO308-0130","255-80-0003","216","5-30-1-06-6"
"297","019","LDW390-54415","LDW390-54416","73A 735","215",
"252","004","LDW280-28791","LDW280-51861","73A 735","215",
"12","004","F01-200840","F01-300006","255-80-0003","216","5-30-1-06-6"
"11","004","F01-200744","F01-200838","255-80-0003","216","5-30-1-06-6"
"10","004","F01-200700","F01-200735","255-80-0003","216","5-30-1-06-6"
"250","004","LDW280-25531","LDW280-28205","73A 735","215",
"251","004","LDW280-28218","LDW280-28790","73A 735","215",
"120","040","MAO303-0001","MAO305-0034","255-80-0003","216","5-30-1-06-6 "
"362","041","MAO210-0067","MAO210-0207","73A 735","215",
"123","041","MAO403-0030","MAO505-0058","255-80-0003","216","5-30-1-06-6"
"122","041","MAO308-0131","MAO403-0029","255-80-0003","216","5-30-1-06-6"
"363","041","MAO210-0208","MAO303-0060","73A 735","215",
"125","042","MAO701-0018-308","MAO701-0126-311","255-80-0003","216","5-30-1-06-6"
"124","042","MAO505-0059","MAO701-0017-307","255-80-0003","216","5-30-1-06-6"
"364","042","MAO303-0061","MAO306-0032","73A 735","215",
"365","042","MAO306-0033","MAO403-0037","73A 735","215",
"366","042","MAO403-0043","MAO501-1027","73A 735","215",
"126","042","MAO701-0126-312","MAO701-0131-310","255-80-0003","216","5-30-1-06-6"
"367","043","MAO501-1027","MAO501-1027","73A 735","215",
"368","043","MAO501-1027","MAO501-1027","73A 735","215",
"369","043","MAO501-1027","MAO501-1027","73A 735","215",
"127","043","MAO701-0131-311","MAO701-0131-317","255-80-0003","216","5-30-1-06-6"
"129","043","MAO701-1237-310","MAO701-7018-320","255-80-0003","216","5-30-1-06-6"
"128","043","MAO701-0131-318","MAO701-1237-309","255-80-0003","216","5-30-1-06-6"
"372","044","MAO505-0035","MAO610-002","73A 735","215",
"130","044","MAO701-7070-308","MAO702-2009-316","255-80-0003","216","5-30-1-06-6"
"131","044","MAO703-1007-309","MAO703-1018-410","255-80-0003","216","5-30-1-06-6"
"132","044","MAO701-1025-320","MAO703-1518-310","255-80-0003","216","5-30-1-06-6"
"370","044","MAO501-1027","MAO505-0006","73A 735","215",
"371","044","MAO505-0007","MAO505-0034","73A 735","215",
"375","045","MAO708-2237","MAO711-9607","73A 735","215",
"134","045","MAO703-9545-313","MAO705-6504-317","255-80-0003","216","5-30-1-06-6"
"135","045","MAO705-8014-398","MAO705-8100-320","255-80-0003","216","5-30-1-06-6"
"373","045","MAO610-004","MAO701-0131","73A 735","215",
"374","045","MAO701-0146","MAO708-2236","73A 735","215",
"133","045","MAO703-1518-312","MAO703-9545-312","255-80-0003","216","5-30-1-06-6 "
"136","046","MAO705-8102-309","MAO706-0191-320","255-80-0003","216","5-30-1-06-6"
"137","046","MAO706-1201-308","MAO708-2010-380","255-80-0003","216","5-30-1-06-6"
"138","046","MAO708-2010-309","MAO708-8063-401","255-80-0003","216","5-30-1-06-6"
"378","046","MC384-0343","MC441-0021","73A 735","215",
"377","046","MB0170-030","MC284-0336","73A 735","215",
"376","046","MAO711-9847","MB0170-029","73A 735","215",
"380","047","MC456-0007","MC495-0001","73A 735","215",
"140","047","MAO710-4128-308","MAO710-4182-440","255-80-0003","216","5-30-1-06-6"
"139","047","MAO710-0001-409","MAO710-4074-465","255-80-0003","216","5-30-1-06-6"
"141","047","MAO710-4182-450","MAO710-4223-320","255-80-0003","216","5-30-1-06-6"
"379","047","MC441-0024","MC456-0006","73A 735","215",
"381","047","MC495-0001","MC901-0141","73A 735","215",
"384","048","MC999-0058","ME114-0007","73A 735","215",
"383","048","MC901-0567","MC999-0056","73A 735","215",
"382","048","MC901-0142","MC901-0560","73A 735","215",
"144","048","MAO711-5069-308","MAO713-1003-314","255-80-0003","216","5-30-1-06-6"
"143","048","MAO710-5500-420","MAO710-5050-320","255-80-0003","216","5-30-1-06-6"
"142","048","MAO710-4224-308","MAO710-4653-432","255-80-0003","216","5-30-1-06-6"
"147","049","MC284-0030","MC444-0055","255-80-0003","216","5-30-1-06-6"
"146","049","MBO150-001","MC284-0026","255-80-0003","216","5-30-1-06-6 "
"145","049","MAO713-1003-316","MBO147-003","255-80-0003","216","5-30-1-06-6"
"385","049","ME114-0008","ME181-0138","73A 735","215",
"386","049","ME181-1039","ME261-0024","73A 735","215",
"387","049","ME261-0030","ME282-0008","73A 735","215",
"255","005","LDW280-53223","LDW280-53509","73A 735","215",
"254","005","LDW280-53018","LDW280-53222","73A 735","215",
"253","005","LDW280-51888","LDW280-53014","73A 735","215",
"13","005","F01-338001","F01-848760","255-80-0003","216","5-30-1-06-6"
"14","005","F01-848770","F01-880110","255-80-0003","216","5-30-1-06-6 "
"15","005","F01-880111","F01-880113","255-80-0003","216","5-30-1-06-6"
"150","050","MC901-0602","MD198-0001","255-80-0003","216","5-30-1-06-6"
"389","050","ME284-0238","ME284-8164","73A 735","215",
"149","050","MC901-0001","MC901-0595","255-80-0003","216","5-30-1-06-6"
"390","050","ME284-8165","ME361-0015","73A 735","215",
"148","050","MC446-0001","MC826-0001","255-80-0003","216","5-30-1-06-6 "
"388","050","ME282-0023","ME284-0237","73A 735","215",
"237","079","V56-331800","V56-600001","255-80-0003","216","5-30-1-06-6 "
"236","079","V53-008002","V56-331791","255-80-0003","216","5-30-1-06-6"
"235","079","V52-440135","V52-977061","255-80-0003","216","5-30-1-06-6"
"234","078","V52-000010","V52-440133","255-80-0003","216","5-30-1-06-6"
"233","078","V37-880085","V37-945531","255-80-0003","216","5-30-1-06-6"
"232","078","V37-552900","V37-880082","255-80-0003","216","5-30-1-06-6"
"231","077","V37-480310","V37-552708","255-80-0003","216","5-30-1-06-6"
"230","077","V37-444001","V37-480228","255-80-0003","216","5-30-1-06-6 "
"229","077","V37-426900","V37-441921","255-80-0003","216","5-30-1-06-6"
"228","076","V37-400001","V37-726862","255-80-0003","216","5-30-1-06-6"
"227","076","V37-340001","V37-389694","255-80-0003","216","5-30-1-06-6"
"226","076","V37-334032","V37-339868","255-80-0003","216","5-30-1-06-6"
"225","075","V37-323001","V37-334031","255-80-0003","216","5-30-1-06-6"
"224","075","V37-321309","V37-322201","255-80-0003","216","5-30-1-06-6"
"223","075","V36-977033","V37-321308","255-80-0003","216","5-30-1-06-6"
"220","074","V36-780018","V36-787301","255-80-0003","216","5-30-1-06-6"
"222","074","V36-880548","V36-977032","255-80-0003","216","5-30-1-06-6"
"221","074","V36-787302","V36-880547","255-80-0003","216","5-30-1-06-6"
"217","073","V36-756016","V36-761272","255-80-0003","216","5-30-1-06-6 "
"218","073","V36-761273","V36-764111","255-80-0003","216","5-30-1-06-6"
"219","073","V36-764121","V36-780017","255-80-0003","216","5-30-1-06-6"
"215","072","V36-612522","V36-715229","255-80-0003","216","5-30-1-06-6"
"216","072","V36-715230","V36-756015","255-80-0003","216","5-30-1-06-6"
"214","072","V36-601545","V36-612521","255-80-0003","216","5-30-1-06-6"
"211","071","V36-575001","V36-575677","255-80-0003","216","5-30-1-06-6"
"213","071","V36-601150","V36-601544","255-80-0003","216","5-30-1-06-6"
"212","071","V36-576002","V36-601149","255-80-0003","216","5-30-1-06-6"
"691","070A","A6L-101002","A6L-206017","72A 180","215",
"208","070","V36-480101","V36-551265","255-80-0003","216","5-30-1-06-6"
"210","070","V36-553078","V36-571796","255-80-0003","216","5-30-1-06-6"
"209","070","V36-551300","V36-553077","255-80-0003","216","5-30-1-06-6"
"260","007","LDW280-54604","LDW280-56608","73A 735","215",
"20","007","G14-818200","G14-840830","255-80-0003","216","5-30-1-06-6"
"21","007","G14-844000","G14-844774","255-80-0003","216","5-30-1-06-6"
"19","007","F05-200111","G14-818198","255-80-0003","216","5-30-1-06-6"
"259","007","LDW280-54509","LDW280-54604","73A 735","215",
"261","007","LDW280-50665","LDW280-60667","73A 735","215",
"206","069","V36-441382","V36-444300","255-80-0003","216","5-30-1-06-6"
"205","069","V36-427709","V36-441381","255-80-0003","216","5-30-1-06-6"
"203","068","V36-421500","V36-421811","255-80-0003","216","5-30-1-06-6"
"202","068","V36-335621","V36-421457","255-80-0003","216","5-30-1-06-6"
"204","068","V36-421850","V34-427659","255-80-0003","216","5-30-1-06-6 "
"201","067","V36-332038","V36-335620","255-80-0003","216","5-30-1-06-6"
"199","067","V36-321570","V36-331131","255-80-0003","216","5-30-1-06-6"
"200","067","V36-331132","V36-332037","255-80-0003","216","5-30-1-06-6"
"198","066","V36-320200","V36-321576","255-80-0003","216","5-30-1-06-6"
"197","066","V36-316287","V36-320194","255-80-0003","216","5-30-1-06-6"
"196","066","V36-311035","V36-316286","255-80-0003","216","5-30-1-06-6"
"194","065","V34-971502","V34-971914","255-80-0003","216","5-30-1-06-6"
"195","065","V34-975501","V36-311033","255-80-0003","216","5-30-1-06-6"
"193","065","V34-900601","V34-971501","255-80-0003","216","5-30-1-06-6"
"191","064","V24-590300","V27-327440","255-80-0003","216","5-30-1-06-6 "
"190","064","V24-328239","V24-590299","255-80-0003","216","5-30-1-06-6"
"192","064","V28-000002","V34-900101","255-80-0003","216","5-30-1-06-6"
"189","063","V17-948006","V24-328238","255-80-0003","216","5-30-1-06-6"
"187","063","V16-975128","V17-422068","255-80-0003","216","5-30-1-06-6 "
"188","063","V17-430010","V17-946202","255-80-0003","216","5-30-1-06-6"
"186","062","V16-771502","V16-975127","255-80-0003","216","5-30-1-06-6"
"185","062","V16-613003","V16-771493","255-80-0003","216","5-30-1-06-6"
"184","062","V16-571210","V16-612027","255-80-0003","216","5-30-1-06-6"
"181","061","V15-300316","V16-311116","255-80-0003","216","5-30-1-06-6"
"182","061","V16-31116","V16-327263","255-80-0003","216","5-30-1-06-6"
"183","061","V16-531900","V16-571177","255-80-0003","216","5-30-1-06-6"
"178","060","V14-850412","V15-300223","255-80-0003","216","5-30-1-06-6"
"180","060","V16-311116","V16-327263","255-80-0003","216","5-30-1-06-6"
"179","060","V15-300326","V16-311115","255-80-0003","216","5-30-1-06-6"
"258","006","LDW280-54354","LDW280-54508","73A 735","215",
"257","006","LDW280-54018","LDW280-54353","73A 735","215",
"256","006","LDW280-53510","LDW280-54012","73A 735","215",
"18","006","F04-200104","F05-200110","255-80-0003","216","5-30-1-06-6"
"17","006","F01-880119","F04-200102","255-80-0003","216","5-30-1-06-6"
"16","006","F01-880114","F01-880118","255-80-0003","216","5-30-1-06-6"
"395","052","ME432-0061","ME435-0035","73A 735","215",
"155","052","ME284-8183","ME414-0135","255-80-0003","216","5-30-1-06-6"
"154","052","ME282-0002","ME284-8182","255-80-0003","216","5-30-1-06-6"
"156","052","ME414-0136","ME432-8029","255-80-0003","216","5-30-1-06-6"
"158","053","ME450-0002","ME472-0083","255-80-0003","216","5-30-1-06-6"
"397","053","ME447-0024","ME454-0018","73A 735","215",
"398","053","ME454-0024","ME470-0018","73A 735","215",
"392","051","ME414-0125","ME414-0252","73A 735","215",
"393","051","ME414-0253","ME414-0539","73A 735","215",
"151","051","MD261-0001/0010","MD411-2049","255-80-0003","216","5-30-1-06-6"
"391","051","ME362-0002","ME414-0124","73A 735","215",
"152","051","MD411-2050","ME181-0149","255-80-0003","216","5-30-1-06-6"
"153","051","ME181-0150","ME281-8126","255-80-0003","216","5-30-1-06-6"
"396","052","ME414-0036","ME447-0022","73A 735","215",
"394","052","ME414-0541","ME432-0058","73A 735","215",
"399","053","ME470-0019","ME478-0027","73A 735","215",
"157","053","ME433-0066","ME449-8023","255-80-0003","216","5-30-1-06-6"
"159","053","ME473-0001","ME621-0001","255-80-0003","216","5-30-1-06-6"
"401","054","ME901-0713","MH01-AB339-214","73A 735","215",
"400","054","ME901-0485","ME901-0712","73A 735","215",
"160","054","ME623-0001","ME901-0698","255-80-0003","216","5-30-1-06-6"
"161","054","ME901-0701","MH01-AB446-214","255-80-0003","216","5-30-1-06-6 "
"162","054","MHO-05202-424","MHO-03245-136","255-80-0003","216","5-30-1-06-6"
"402","054","MH01-AB440-214","MH01-05059-216","73A 735","215",
"163","055","MHOI-03246-416","MHO1-07097-100","255-80-0003","216","5-30-1-06-6"
"164","055","MHO1-07101-100","MHO1-12502-234","255-80-0003","216","5-30-1-06-6"
"165","055","MHO1-12503-434","MHO4-10009-234","255-80-0003","216","5-30-1-06-6"
"405","055","ME901-0220","ME901-0484","73A 735","215",
"403","055","ME478-0030","ME623-0005","73A 735","215",
"404","055","ME623-0006","ME901-0219","73A 735","215",
"406","056","MH01-05061-416","MH01-07282-100","73A 735","215",
"407","056","MH01-07283-100","MH01-15016-116","73A 735","215",
"167","056","MK393-10067","MK396-78003","255-80-0003","216","5-30-1-06-6"
"168","056","MK397-08002","MQO404-001","255-80-0003","216","5-30-1-06-6"
"166","056","MK390-0003","MK393-10066","255-80-0003","216","5-30-1-06-6"
"408","056","MH01-15018-116","MK396-18116","73A 735","215",
"169","057","MQO501-001","N16-848819","255-80-0003","216","5-30-1-06-6"
"170","057","N16-850100","N34-840391","255-80-0003","216","5-30-1-06-6"
"171","057","N34-840394","N35-880376","255-80-0003","216","5-30-1-06-6"
"409","057","MK396-18117","MP572-0181","73A 735","215",
"410","057","MP572-0182","V57-331021","73A 735","215",
"411","057","V57-42960","LB120-006","73A 735","215",
"414","057A","500037","530391","73A 735","215",
"412","057A","17-08205","7260-735001","73A 735","215",
"413","057A","102488","500036","73A 735","215",
"415","057B","530392","527319","73A 735","215",
"417","057B","540045E","560069E","73A 735","215",
"416","057B","527320","540045E","73A 735","215",
"418","057C","540069E","564023E","73A 735","215",
"420","057C","564041E","564043E","73A 735","215",
"419","057C","564024","564041E","73A 735","215",
"421","057D","564043E","564046E","73A 735","215",
"422","057D","564046E","564063E","73A 735","215",
"423","057D","564063E","564065E","73A 735","215",
"424","057E","564065E","564067E","73A 735","215",
"426","057E","564069E","566082","73A 735","215",
"425","057E","564067E","564069E","73A 735","215",
"429","057F","573067","L343-100-035","73A 735","215",
"428","057F","570000","573066","73A 735","215",
"427","057F","566083","569999","73A 735","215",
"430","057G","L343-100-036","972-1334-00","73A 735","215",
"172","058","N36-81001","N36-854409","255-80-0003","216","5-30-1-06-6"
"173","058","N36-854410","N36-855169","255-80-0003","216","5-30-1-06-6"
"174","058","N36-855170","N37-988054","255-80-0003","216","5-30-1-06-6 "
"176","059","N52-850266","R17-880403","255-80-0003","216","5-30-1-06-6"
"177","059","R18-880302","V14-750483","255-80-0003","216","5-30-1-06-6"
"175","059","N52-810002","N52-850265","255-80-0003","216","5-30-1-06-6"
"207","069","V36-444301","V36-470851","255-80-0003","216","5-30-1-06-6"
